,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
7605,48,female,group D,high school,standard,none,married,regularly,yes,1.0,school_bus,< 5,57,58,57
7607,50,male,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,87,82,90
7610,54,female,group A,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,74,84,79
7611,55,female,group C,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,54,58,57
7613,58,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,48,59,51
7615,60,male,group B,master's degree,standard,completed,married,regularly,no,4.0,private,5 - 10,67,65,65
7616,61,female,group D,some high school,standard,completed,married,regularly,no,4.0,private,5 - 10,73,70,79
7617,62,female,group A,some high school,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,47,56,61
7619,64,male,group D,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,71,70,68
7621,67,male,group D,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,51,54,52
7622,69,male,group E,high school,standard,none,married,never,yes,4.0,private,5 - 10,78,71,63
7623,70,male,group B,some high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,62,71,62
7626,73,female,group C,high school,free/reduced,none,married,never,yes,3.0,private,> 10,53,64,65
7627,74,female,group D,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,91,94,99
7628,75,male,group B,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,68,63,58
7629,76,male,group D,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,90,85,85
7631,78,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,33,41,41
7632,79,male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,77,81,85
7634,83,male,group D,some college,standard,none,married,regularly,no,1.0,private,< 5,87,87,88
7639,88,male,group A,some college,standard,completed,married,never,yes,4.0,private,> 10,53,68,60
7642,91,female,group D,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,> 10,87,100,97
7643,92,female,group E,associate's degree,standard,completed,married,never,yes,0.0,school_bus,5 - 10,80,82,88
7646,95,male,group D,some college,standard,none,divorced,sometimes,no,5.0,school_bus,> 10,98,92,87
7649,98,male,group D,high school,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,56,71,65
7651,101,male,group D,associate's degree,standard,none,married,never,no,3.0,school_bus,5 - 10,79,80,78
7652,102,female,group B,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,60,70,67
7653,103,female,group B,associate's degree,standard,completed,single,never,no,2.0,school_bus,5 - 10,89,98,97
7659,109,male,group E,associate's degree,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,83,78,74
7660,110,male,group A,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,87,78,88
7661,111,female,group B,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,83,76,82
7662,112,male,group C,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,60,56,55
7665,115,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,> 10,67,60,58
7666,116,male,group C,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,> 10,64,56,52
7667,117,male,group C,some high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,53,34,41
7669,119,male,group B,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10,56,55,60
7670,120,female,group A,some college,standard,completed,married,sometimes,yes,2.0,private,< 5,53,66,68
7671,121,female,group E,some high school,standard,completed,married,sometimes,no,3.0,private,5 - 10,92,92,95
7672,122,female,group B,high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5,73,82,81
7674,124,female,group A,some college,free/reduced,completed,single,sometimes,yes,3.0,private,< 5,54,74,73
7675,125,male,group D,high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,50,57,53
7676,126,male,group C,some college,standard,completed,divorced,regularly,yes,4.0,private,5 - 10,78,64,72
7681,131,female,group B,associate's degree,standard,completed,married,sometimes,no,1.0,private,5 - 10,80,100,98
7684,134,male,group E,some college,standard,completed,married,regularly,yes,0.0,private,< 5,89,82,81
7685,135,male,group D,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,90,92,88
7686,136,female,group A,high school,standard,completed,married,regularly,yes,5.0,school_bus,< 5,55,57,61
7687,137,female,group A,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,59,64,69
7688,138,male,group B,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,77,72,68
7689,139,female,group D,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,46,65,63
7691,141,female,group E,some high school,free/reduced,none,widowed,regularly,yes,1.0,school_bus,< 5,72,70,77
7692,142,female,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10,51,61,58
7693,143,female,group A,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,76,85,87
7695,145,female,group A,high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,77,88,79
7696,146,male,group B,some high school,free/reduced,none,single,sometimes,yes,0.0,private,< 5,57,56,46
7697,147,male,group C,some high school,free/reduced,none,single,sometimes,no,5.0,school_bus,5 - 10,51,40,41
7699,149,female,group B,associate's degree,standard,none,divorced,regularly,no,1.0,private,5 - 10,90,99,93
7701,151,female,group C,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,74,81,79
7702,152,male,group B,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,52,53,41
7704,154,male,group E,master's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,67,63,67
7708,159,female,group B,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,56,66,63
7711,162,female,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,49,55,54
7712,163,male,group D,some college,free/reduced,completed,single,sometimes,yes,5.0,school_bus,> 10,64,64,71
7713,165,male,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,72,71,65
7714,167,male,group D,some college,free/reduced,none,married,never,no,1.0,school_bus,> 10,49,55,53
7716,169,male,group B,associate's degree,free/reduced,completed,divorced,never,no,3.0,school_bus,5 - 10,60,64,61
7717,170,male,group E,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,81,66,68
7719,172,female,group C,high school,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,74,85,86
7720,174,female,group B,bachelor's degree,standard,completed,single,sometimes,no,3.0,school_bus,> 10,92,86,94
7721,175,female,group B,high school,free/reduced,none,single,regularly,yes,2.0,private,5 - 10,47,59,56
7723,177,female,group D,some college,standard,none,divorced,sometimes,no,1.0,private,5 - 10,64,67,73
7724,178,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,46,62,62
7726,181,male,group C,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,74,68,64
7727,182,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,56,71,68
7728,184,male,group B,some high school,free/reduced,completed,married,sometimes,no,3.0,school_bus,> 10,37,40,39
7731,187,male,group C,some college,standard,none,married,regularly,yes,4.0,school_bus,< 5,70,66,61
7732,188,female,group E,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,74,81,82
7734,190,male,group C,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,66,60,51
7735,191,male,group D,some college,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10,74,81,82
7736,192,male,group C,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,61,70,69
7737,193,female,group D,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,80,79,84
7740,196,male,group D,master's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,87,67,75
7741,197,male,group A,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,66,54,54
7744,200,male,group D,associate's degree,free/reduced,none,married,regularly,no,1.0,private,< 5,68,66,67
7745,201,male,group D,high school,standard,none,single,never,no,3.0,school_bus,< 5,70,58,66
7746,203,male,group C,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,72,70,65
7747,204,female,group B,high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,93,93,97
7749,206,female,group B,some high school,free/reduced,none,married,never,yes,1.0,private,< 5,24,36,40
7751,208,female,group C,high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,51,61,57
7752,209,female,group D,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,64,77,80
7754,211,male,group D,high school,free/reduced,completed,married,sometimes,yes,0.0,private,> 10,60,61,59
7755,212,female,group E,some college,standard,none,married,regularly,no,4.0,private,5 - 10,73,80,74
7756,213,female,group B,some high school,free/reduced,none,single,sometimes,no,4.0,school_bus,< 5,41,54,49
7757,214,male,group A,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,> 10,45,45,43
7758,215,female,group B,high school,standard,none,single,never,yes,2.0,private,> 10,81,91,87
7759,216,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,< 5,82,83,82
7760,217,female,group D,some college,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,70,81,84
7764,221,female,group E,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,< 5,69,82,77
7765,222,male,group C,associate's degree,free/reduced,none,married,never,yes,0.0,school_bus,> 10,55,51,40
7766,223,female,group C,some college,standard,none,single,never,no,1.0,school_bus,5 - 10,64,65,66
7768,225,female,group C,high school,standard,completed,married,never,no,1.0,school_bus,> 10,52,67,66
7769,226,female,group E,associate's degree,standard,completed,single,sometimes,no,4.0,school_bus,5 - 10,91,85,86
7773,230,male,group C,associate's degree,standard,completed,married,sometimes,no,3.0,private,5 - 10,69,75,70
7774,231,male,group D,some college,standard,none,married,regularly,yes,2.0,private,> 10,44,45,41
7779,236,male,group D,some high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,75,64,62
7782,239,female,group D,some college,standard,none,married,sometimes,no,1.0,private,> 10,80,89,89
7785,242,male,group D,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,43,38,31
7788,245,female,group C,some high school,free/reduced,none,single,never,yes,2.0,private,> 10,34,46,48
7790,247,male,group E,some high school,free/reduced,completed,widowed,regularly,yes,3.0,private,5 - 10,79,60,61
7791,248,female,group E,some college,standard,none,married,sometimes,yes,6.0,private,> 10,89,93,86
7792,249,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1.0,school_bus,> 10,68,60,70
7794,251,female,group B,master's degree,standard,none,widowed,sometimes,no,3.0,school_bus,> 10,87,82,81
7795,252,female,group C,some college,free/reduced,completed,divorced,never,yes,4.0,school_bus,5 - 10,51,72,73
7797,255,male,group B,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,95,93,88
7800,258,male,group C,some college,standard,none,married,regularly,yes,1.0,private,> 10,64,63,59
7801,259,female,group E,some high school,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,68,75,68
7802,260,male,group E,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,> 10,100,93,100
7805,264,male,group C,some college,standard,completed,married,never,no,4.0,school_bus,5 - 10,83,77,76
7808,267,male,group E,high school,standard,completed,married,never,yes,1.0,private,5 - 10,84,71,77
7809,268,female,group D,master's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,75,85,83
7810,269,female,group E,some college,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,82,71,80
7811,270,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,91,85,86
7812,271,female,group B,bachelor's degree,standard,completed,married,regularly,no,3.0,private,< 5,80,85,96
7814,273,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,private,< 5,56,65,65
7815,274,male,group E,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,96,84,83
7816,275,female,group C,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,> 10,40,55,52
7819,278,male,group D,some high school,standard,none,single,regularly,no,3.0,private,5 - 10,74,73,69
7820,279,male,group C,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,82,72,73
7824,283,female,group E,high school,free/reduced,completed,married,regularly,yes,3.0,private,> 10,65,73,71
7825,284,female,group E,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,< 5,87,86,89
7826,285,female,group D,bachelor's degree,standard,none,single,regularly,yes,2.0,school_bus,< 5,65,79,78
7827,286,male,group C,associate's degree,free/reduced,completed,married,never,yes,0.0,private,5 - 10,48,61,58
7828,287,female,group B,some high school,standard,completed,married,never,yes,0.0,school_bus,5 - 10,64,72,71
7829,288,female,group B,associate's degree,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,60,72,76
7831,290,female,group D,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,48,59,61
7832,291,male,group C,some college,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,77,80,74
7833,292,female,group B,some high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,61,77,73
7834,293,female,group E,some college,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,76,83,83
7837,296,female,group D,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,71,82,87
7838,297,female,group C,bachelor's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,66,71,73
7839,298,male,group D,some college,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10,58,55,55
7840,299,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,69,69,64
